éûçè(ms),ëäëŒï˚à (w),ëäëŒï˚à (x),ëäëŒï˚à (y),ëäëŒï˚à (z),äpë¨ìx(x),äpë¨ìx(y),äpë¨ìx(z),â¡ë¨ìx-èdóÕâ¡ë¨ìx(x),â¡ë¨ìx-èdóÕâ¡ë¨ìx(y),â¡ë¨ìx-èdóÕâ¡ë¨ìx(z),Sys,Gyro,Accel,Mag
","-0.0001
","-9.69
","-25.44
","-4.94
","2.52
","-1.13
","-1.96
","0
","3
","0
","0
"

"63731
","0.0663
","-0.0001
","-0.0001
","-0.0001
","-9.69
","-25.44
","-4.94
","-0.65
","2.67
","-0.65
","0
","3
","0
","0
"

"63740
","0.0679
","-0.0001
","-0.0001
","-0.0001
","-4.06
","-0.06
","-0.06
","-0.65
","-0.01
","-0.01
","0
","3
","0
","0
"

"63750
","0.0691
","0.0409
","0.6877
","-0.7215
","-8.56
","-18.50
","1.75
","-5.48
","-4.04
","1.74
","0
","3
","0
","0
"

"63757
","0.0694
","0.0391
","0.6887
","-0.7207
","-16.00
","-17.06
","-11.75
","3.04
","2.99
","-3.73
","0
","3
","0
","0
"

"63764
","0.0706
","0.0380
","0.6887
","-0.7206
","-3.25
","-18.37
","1.37
","-5.73
","-0.75
","-2.56
","0
","3
","0
","0
"

"63772
","0.0706
","0.0380
","0.6887
","-0.0001
","6.75
","-24.00
","-4.94
","-3.57
","-9.06
","4.12
","0
","3
","0
","0
"

"63781
","0.0717
","0.0363
","0.6882
","-0.0001
","-5.00
","-19.87
","-6.69
","2.96
","6.31
","-2.36
","0
","3
","0
","0
"

"63791
","0.0724
","0.0347
","0.6884
","-0.0001
","-5.00
","-0.06
","-0.06
","-3.27
","-1.61
","0.07
","0
","3
","0
","0
"

"63800
","0.0736
","0.0340
","0.6890
","-0.7202
","-11.50
","-14.31
","4.81
","-3.27
","-1.61
","0.07
","0
","3
","0
","0
"

"63807
","0.0742
","0.0326
","0.6899
","-0.7193
","-16.87
","-15.94
","-5.81
","-1.09
","-8.83
","1.46
","0
","3
","0
","0
"

"63814
","0.0746
","0.0307
","0.6910
","-0.7184
","-18.25
","-17.69
","-11.94
","-0.27
","6.69
","-2.66
","0
","3
","0
","0
"

"63822
","0.0746
","-0.0001
","-0.0001
","-0.0001
","-13.81
","-15.94
","11.75
","-3.20
","-10.01
","1.92
","0
","3
","0
","0
"

"63832
","0.0762
","-0.0001
","-0.0001
","-0.0001
","-13.81
","-0.06
","-0.06
","-1.17
","1.14
","-2.36
","0
","3
","0
","0
"

"63841
","0.0775
","-0.0001
","-0.0001
","-0.0001
","-16.19
","-15.44
","-0.06
","-1.17
","1.14
","-2.36
","0
","3
","0
","0
"

"63850
","0.0783
","0.0281
","0.6932
","-0.7159
","-13.00
","-18.00
","-3.94
","1.46
","5.26
","-3.04
","0
","3
","0
","0
"

"63857
","0.0797
","0.0273
","0.6938
","-0.7152
","-12.00
","-17.56
","6.19
","1.13
","-7.40
","0.83
","0
","3
","0
","0
"

"63864
","0.0814
","0.0270
","0.6948
","-0.7141
","-18.19
","-14.69
","11.50
","0.57
","7.31
","-0.62
","0
","3
","0
","0
"

"63873
","0.0814
","-0.0001
","-0.0001
","-0.0001
","-25.69
","-12.50
","8.44
","3.62
","4.06
","-1.80
","0
","3
","0
","0
"

"63881
","0.0826
","-0.0001
","-0.0001
","-0.0001
","-25.69
","-12.50
","-0.06
","-2.62
","-7.59
","-0.58
","0
","3
","0
","0
"

"63891
","0.0847
","-0.0001
","-0.0001
","-0.0001
","-19.31
","-6.75
","-0.06
","0.59
","-0.01
","-0.01
","0
","3
","0
","0
"

"63900
","0.0861
","0.0273
","0.6981
","-0.7103
","-15.75
","-12.88
","10.75
","0.59
","-3.75
","-2.44
","0
","3
","0
","0
"

"63907
","0.0878
","0.0273
","0.6985
","-0.7097
","-8.88
","-13.50
","13.44
","1.04
","2.32
","1.10
","0
","3
","0
","0
"

"63915
","0.0897
","0.0277
","0.6989
","-0.7091
","-7.25
","-11.69
","19.81
","1.60
","0.99
","0.46
","0
","3
","0
","0
"

"63922
","0.0897
","-0.0001
","-0.0001
","-0.0001
","-14.00
","-6.88
","12.06
","-3.25
","-0.79
","0.15
","0
","3
","0
","0
"

"63931
","0.0908
","-0.0001
","-0.0001
","-0.0001
","-14.00
","-0.06
","-0.06
","-0.18
","5.14
","-1.51
","0
","3
","0
","0
"

"63940
","0.0918
","-0.0001
","-0.0001
","-0.0001
","-11.81
","-5.81
","-0.06
","-3.90
","-2.68
","1.58
","0
","3
","0
","0
"

"63949
","0.0930
","0.0289
","0.7006
","-0.7069
","-6.88
","-2.13
","17.19
","-3.90
","-2.68
","1.58
","0
","3
","0
","0
"

"63956
","0.0931
","0.0287
","0.7012
","-0.7063
","-9.81
","-0.88
","-0.12
","-2.75
","-3.11
","0.69
","0
","3
","0
","0
"

"63964
","0.0929
","0.0284
","0.7016
","-0.7059
","-7.25
","-0.63
","-4.25
","-4.63
","3.18
","-1.17
","0
","3
","0
","0
"

"63972
","0.0929
","-0.0001
","-0.0001
","-0.0001
","2.06
","-5.69
","-0.94
","-0.55
","3.03
","1.96
","0
","3
","0
","0
"

"63981
","0.0931
","-0.0001
","-0.0001
","-0.0001
","2.06
","-0.06
","-0.06
","-0.79
","-5.87
","10.60
","0
","3
","0
","0
"

"63990
","0.0934
","-0.0001
","-0.0001
","-0.0001
","-1.56
","-5.63
","-0.06
","-0.79
","-0.01
","-0.01
","0
","3
","0
","0
"

"64000
","0.0923
","0.0251
","0.7002
","-0.7075
","21.12
","-14.06
","-29.94
","4.09
","-8.31
","11.87
","0
","3
","0
","0
"

"64007
","0.0917
","0.0238
","0.6981
","-0.7098
","35.44
","-8.56
","-18.37
","-7.32
","6.90
","4.02
","0
","3
","0
","0
"

"64014
","0.0908
","0.0222
","0.6964
","-0.7115
","26.31
","-8.13
","-21.37
","1.62
","4.15
","-0.58
","0
","3
","0
","0
"

"64022
","0.0908
","0.0222
","-0.0001
","-0.0001
","23.56
","-5.50
","-32.88
","1.42
","13.72
","-0.82
","0
","3
","0
","0
"

"64031
","0.0891
","0.0201
","0.6950
","-0.7131
","25.06
","0.00
","-34.38
","-3.14
","6.37
","-0.46
","0
","3
","0
","0
"

"64041
","0.0870
","0.0183
","0.6936
","-0.7148
","22.94
","5.63
","-56.38
","-1.77
","15.44
","-1.62
","0
","3
","0
","0
"

"64051
","0.0833
","0.0155
","0.6923
","-0.7166
","22.94
","5.63
","-56.38
","-1.77
","15.44
","-1.62
","0
","3
","0
","0
"

"64058
","0.0782
","0.0123
","0.6913
","-0.7182
","19.37
","12.75
","-69.62
","-2.09
","-5.19
","0.16
","0
","3
","0
","0
"

"64065
","0.0726
","0.0093
","0.6912
","-0.7189
","4.69
","20.19
","-74.56
","6.24
","-5.97
","1.56
","0
","3
","0
","0
"

"64072
","0.0726
","-0.0001
","-0.0001
","-0.0001
","-27.06
","29.75
","25.00
","0.33
","3.84
","-1.99
","0
","3
","0
","0
"

"64081
","0.0723
","-0.0001
","-0.0001
","-0.0001
","-27.06
","29.75
","25.00
","-5.39
","2.73
","-2.56
","0
","3
","0
","0
"

"64091
","0.0736
","-0.0001
","-0.0001
","-0.0001
","-15.88
","-0.06
","-0.06
","-4.15
","6.45
","-2.73
","0
","3
","0
","0
"

"64100
","0.0734
","0.0166
","0.6942
","-0.0127
","-1.44
","11.94
","8.31
","-4.15
","6.45
","-2.73
","0
","3
","0
","0
"

"64107
","0.0720
","0.0172
","0.6939
","-0.7162
","6.69
","16.62
","-7.25
","1.29
","8.33
","-4.76
","0
","3
","0
","0
"

"64114
","0.0704
","0.0177
","0.6932
","-0.7171
","13.31
","16.06
","-10.13
","0.13
","-0.35
","0.84
","0
","3
","0
","0
"

"64122
","0.0704
","0.0177
","0.6932
","-0.7171
","6.69
","18.87
","-31.56
","0.82
","-6.44
","-2.50
","0
","3
","0
","0
"

"64131
","0.0674
","0.0170
","0.6929
","-0.0145
","8.25
","26.69
","-2.81
","2.78
","-6.93
","0.53
","0
","3
","0
","0
"

"64141
","0.0656
","0.0186
","0.6926
","-0.0150
","8.25
","-0.06
","-0.06
","-3.83
","3.94
","0.42
","0
","3
","0
","0
"

"64150
","0.0654
","0.0225
","0.6926
","-0.7180
","2.75
","35.63
","29.75
","-3.83
","3.94
","0.42
","0
","3
","0
","0
"

"64157
","0.0638
","0.0252
","0.6928
","-0.7178
","-0.88
","36.31
","9.13
","2.05
","10.90
","-1.23
","0
","3
","0
","0
"

"64164
","0.0620
","0.0281
","0.6927
","-0.7180
","5.44
","39.81
","8.31
","-8.66
","5.58
","-1.77
","0
","3
","0
","0
"

"64173
","0.0620
","-0.0001
","-0.0001
","-0.0001
","2.25
","36.44
","-18.12
","-2.79
","7.04
","0.79
","0
","3
","0
","0
"

"64181
","0.0587
","-0.0001
","-0.0001
","-0.0001
","2.25
","36.44
","-0.06
","-4.91
","-7.44
","-0.16
","0
","3
","0
","0
"

"64190
","0.0552
","-0.0001
","-0.0001
","-0.0001
","6.38
","36.94
","-0.06
","-5.37
","-0.70
","-0.01
","0
","3
","0
","0
"

"64200
","0.0522
","0.0319
","0.6915
","-0.7198
","22.00
","36.56
","-11.88
","-5.37
","-8.38
","1.40
","0
","3
","0
","0
"

"64207
","0.0497
","0.0335
","0.6906
","-0.7208
","17.44
","34.31
","-9.06
","0.28
","0.16
","4.15
","0
","3
","0
","0
"

"64215
","0.0463
","0.0341
","0.6909
","-0.7207
","-1.06
","32.88
","-24.06
","-2.20
","-0.09
","-0.16
","0
","3
","0
","0
"

"64222
","0.0463
","0.0341
","0.6909
","-0.7207
","-5.06
","37.25
","-7.19
","-0.72
","0.32
","-0.86
","0
","3
","0
","0
"

"64231
","0.0437
","0.0359
","0.6913
","-0.0001
","-5.06
","37.25
","-7.19
","-3.92
","-7.84
","-0.44
","0
","3
","0
","0
"

"64240
","0.0420
","0.0388
","0.6910
","-0.0001
","7.38
","37.75
","8.94
","0.66
","-0.79
","2.40
","0
","3
","0
","0
"

"64250
","0.0391
","0.0402
","0.6907
","-0.7210
","7.44
","34.88
","-13.56
","0.66
","-0.79
","2.40
","0
","3
","0
","0
"

"64258
","0.0363
","0.0420
","0.6913
","-0.7205
","-7.13
","39.19
","-9.19
","1.10
","1.26
","-0.28
","0
","3
","0
","0
"

"64265
","0.0342
","0.0444
","0.6913
","-0.7204
","1.69
","37.75
","3.06
","0.14
","6.30
","-1.20
","0
","3
","0
","0
"

"64272
","0.0342
","-0.0001
","-0.0001
","-0.0001
","16.62
","35.31
","11.63
","1.07
","3.59
","-0.01
","0
","3
","0
","0
"

"64281
","0.0328
","0.0474
","0.6903
","-0.0001
","15.75
","34.75
","-5.44
","-0.39
","-3.82
","1.33
","0
","3
","0
","0
"

"64290
","0.0304
","0.0492
","0.6895
","-0.0001
","15.75
","34.75
","-5.44
","2.68
","-5.90
","1.54
","0
","3
","0
","0
"

"64301
","0.0272
","0.0506
","0.6894
","-0.7221
","4.25
","38.50
","-15.94
","2.68
","-5.90
","1.54
","0
","3
","0
","0
"

"64308
","0.0250
","0.0532
","0.6890
","-0.7224
","7.19
","39.75
","2.88
","0.96
","1.28
","0.32
","0
","3
","0
","0
"

"64315
","0.0236
","0.0559
","0.6886
","-0.7226
","6.63
","34.31
","10.13
","-0.16
","3.58
","0.41
","0
","3
","0
","0
"

"64322
","0.0236
","-0.0001
","-0.0001
","-0.0001
","-2.38
","33.94
","0.12
","1.96
","2.68
","-0.91
","0
","3
","0
","0
"

"64331
","0.0216
","-0.0001
","-0.0001
","-0.0001
","-2.38
","33.94
","0.12
","-0.05
","3.66
","-3.58
","0
","3
","0
","0
"

"64340
","0.0194
","-0.0001
","-0.0001
","-0.0001
","0.19
","33.19
","-0.06
","-1.59
","-15.44
","5.03
","0
","3
","0
","0
"

"64350
","0.0173
","0.0613
","0.6883
","-0.7226
","11.06
","30.06
","-5.00
","-1.59
","-15.44
","5.03
","0
","3
","0
","0
"

"64357
","0.0146
","0.0620
","0.6882
","-0.0001
","3.38
","26.75
","-17.31
","-0.38
","0.18
","0.99
","0
","3
","0
","0
"

"64364
","0.0125
","0.0630
","0.6887
","-0.7222
","-6.69
","27.06
","-9.56
","0.56
","6.32
","-3.73
","0
","3
","0
","0
"

"64372
","0.0125
","0.0630
","0.6887
","-0.7222
","2.63
","25.94
","6.06
","-0.06
","4.47
","-1.69
","0
","3
","0
","0
"

"64380
","0.0114
","0.0650
","0.6885
","-0.0001
","2.63
","25.94
","6.06
","-0.12
","-4.01
","-0.06
","0
","3
","0
","0
"

"64391
","0.0106
","0.0669
","0.6875
","-0.0001
","16.44
","21.81
","9.38
","1.04
","-2.05
","2.16
","0
","3
","0
","0
"

"64400
","0.0095
","0.0680
","0.6871
","-0.7234
","7.88
","18.25
","-0.19
","1.04
","-2.05
","2.16
","0
","3
","0
","0
"

"64407
","0.0085
","0.0690
","0.6874
","-0.7230
","-4.88
","16.75
","-0.50
","0.36
","-8.61
","0.60
","0
","3
","0
","0
"

"64414
","0.0079
","0.0704
","0.6879
","-0.7224
","-8.25
","17.87
","5.69
","1.36
","2.03
","-3.26
","0
","3
","0
","0
"

"64422
","0.0079
","-0.0001
","-0.0001
","-0.0001
","3.81
","17.19
","-0.06
","0.17
","3.78
","-2.21
","0
","3
","0
","0
"

"64431
","0.0075
","-0.0001
","-0.0001
","-0.0001
","3.81
","17.19
","-0.06
","3.74
","4.82
","-1.88
","0
","3
","0
","0
"

"64440
","0.0068
","-0.0001
","-0.0001
","-0.0001
","15.44
","-0.06
","-0.06
","3.74
","4.82
","-1.88
","0
","3
","0
","0
"

"64449
","0.0054
","0.0731
","0.6864
","-0.7235
","4.31
","13.38
","-9.63
","-3.33
","-15.60
","8.31
","0
","3
","0
","0
"

"64456
","0.0038
","0.0733
","0.6875
","-0.7225
","-16.19
","16.12
","-14.06
","3.10
","13.83
","-5.01
","0
","3
","0
","0
"

"64464
","0.0028
","0.0742
","0.6885
","-0.7214
","-16.94
","16.25
","-2.19
","0.42
","8.35
","-2.10
","0
","3
","0
","0
"

"64472
","0.0028
","-0.0001
","-0.0001
","-0.0001
","-4.75
","13.63
","0.75
","3.41
","7.03
","-2.65
","0
","3
","0
","0
"

"64481
","0.0021
","-0.0001
","-0.0001
","-0.0001
","-4.75
","-0.06
","-0.06
","3.41
","7.03
","-2.65
","0
","3
","0
","0
"

"64490
","0.0014
","-0.0001
","-0.0001
","-0.0001
","12.88
","-0.06
","-0.06
","-0.90
","-0.01
","-0.01
","0
","3
","0
","0
"

"64499
","0.0009
","0.0767
","0.6862
","-0.0046
","30.75
","8.81
","2.44
","2.44
","-14.77
","3.81
","0
","3
","0
","0
"

"64506
","-0.0004
","0.0756
","0.6859
","-0.7238
","5.69
","1.00
","-19.56
","4.02
","-0.10
","2.45
","0
","3
","0
","0
"

"64514
","0.0005
","0.0767
","0.6869
","-0.7227
","-17.44
","2.38
","16.62
","-5.57
","-2.65
","-1.58
","0
","3
","0
","0
"

"64522
","0.0005
","-0.0001
","-0.0001
","-0.0001
","-5.06
","3.94
","19.81
","-1.70
","8.60
","-1.72
","0
","3
","0
","0
"

"64530
","0.0016
","0.0781
","-0.0001
","-0.0001
","-5.06
","-0.06
","-0.06
","1.57
","4.87
","-0.47
","0
","3
","0
","0
"

"64540
","0.0019
","0.0786
","-0.0001
","-0.0001
","3.06
","1.31
","6.31
","0.49
","0.81
","-2.44
","0
","3
","0
","0
"

"64549
","0.0015
","0.0783
","0.6869
","-0.7225
","0.50
","0.69
","-5.19
","0.49
","0.81
","-2.44
","0
","3
","0
","0
"

"64557
","0.0003
","0.0772
","0.6865
","-0.7231
","8.69
","0.06
","-19.19
","1.40
","2.90
","-0.97
","0
","3
","0
","0
"

"64564
","-0.0012
","0.0760
","0.6863
","-0.7233
","5.06
","1.94
","-22.56
","1.55
","4.70
","-0.16
","0
","3
","0
","0
"

"64572
","-0.0012
","0.0760
","-0.0001
","-0.0001
","-0.56
","9.31
","1.69
","-3.62
","-14.32
","-0.43
","0
","3
","0
","0
"

"64580
","-0.0017
","0.0767
","-0.0001
","-0.0001
","-0.56
","9.31
","1.69
","-2.65
","7.48
","1.07
","0
","3
","0
","0
"

"64590
","-0.0020
","0.0768
","-0.0001
","-0.0001
","2.56
","3.94
","-0.06
","1.52
","4.37
","-1.95
","0
","3
","0
","0
"

"64600
","-0.0027
","0.0761
","0.6866
","-0.7231
","-6.00
","-0.75
","-11.44
","1.52
","4.37
","-1.95
","0
","3
","0
","0
"

"64607
","-0.0026
","0.0762
","0.6862
","-0.0046
","5.69
","-0.44
","1.50
","-0.50
","-8.83
","0.10
","0
","3
","0
","0
"

"64614
","-0.0028
","0.0755
","0.6857
","-0.7240
","9.56
","-4.50
","-7.06
","-0.72
","0.81
","2.27
","0
","3
","0
","0
"

"64621
","-0.0028
","0.0755
","-0.0001
","-0.0001
","-8.69
","-2.94
","-4.50
","2.36
","1.81
","-2.55
","0
","3
","0
","0
"

"64630
","-0.0029
","0.0751
","-0.0001
","-0.0001
","-8.69
","-2.94
","-4.50
","-2.30
","-1.04
","-0.70
","0
","3
","0
","0
"

"64641
","-0.0026
","0.0754
","-0.0001
","-0.0001
","-5.94
","-0.06
","-0.06
","-0.33
","4.93
","0.23
","0
","3
","0
","0
"

"64650
","-0.0027
","0.0754
","0.6859
","-0.7238
","10.81
","0.19
","0.06
","-0.33
","4.93
","0.23
","0
","3
","0
","0
"

"64657
","-0.0028
","0.0751
","0.6853
","-0.7244
","10.56
","-1.75
","-2.94
","0.88
","12.19
","-2.00
","0
","3
","0
","0
"

"64664
","-0.0028
","0.0751
","0.6851
","-0.7245
","2.25
","0.00
","0.12
","-0.59
","-13.67
","-0.39
","0
","3
","0
","0
"

"64671
","-0.0028
","0.0751
","-0.0001
","-0.0001
","3.56
","-0.88
","9.69
","0.84
","-0.95
","-2.65
","0
","3
","0
","0
"

"64680
","-0.0022
","0.0756
","-0.0001
","-0.0001
","3.56
","-0.06
","-0.06
","-0.05
","-5.86
","4.74
","0
","3
","0
","0
"

"64690
","-0.0013
","0.0758
","-0.0001
","-0.0001
","20.25
","-0.06
","-0.06
","0.52
","-0.01
","-0.01
","0
","3
","0
","0
"

"64699
","-0.0018
","0.0751
","0.6832
","-0.7264
","6.75
","-2.31
","-9.25
","0.52
","6.99
","4.27
","0
","3
","0
","0
"

"64706
","-0.0033
","0.0740
","0.6842
","-0.7255
","-14.50
","2.94
","-23.44
","-0.80
","0.19
","-4.29
","0
","3
","0
","0
"

"64713
","-0.0038
","0.0735
","0.6841
","-0.7256
","2.13
","0.37
","-8.00
","-1.25
","-0.01
","-0.01
","0
","3
","0
","0
"

"64721
","-0.0038
","0.0735
","-0.0001
","-0.0001
","9.06
","0.19
","17.81
","-2.91
","-4.01
","-3.55
","0
","3
","0
","0
"

"64731
","-0.0028
","0.0745
","-0.0001
","-0.0001
","9.06
","0.19
","17.81
","-0.62
","-1.68
","1.39
","0
","3
","0
","0
"

"64740
","-0.0024
","0.0746
","-0.0001
","-0.0001
","10.06
","-0.06
","-0.06
","-0.92
","1.20
","-2.91
","0
","3
","0
","0
"

"64749
","-0.0027
","0.0742
","0.6823
","-0.7274
","9.94
","-1.75
","-5.06
","-0.92
","1.20
","-2.91
","0
","3
","0
","0
"

"64756
","-0.0031
","0.0742
","0.6816
","-0.7279
","10.38
","2.50
","-2.56
","-4.11
","-5.36
","3.55
","0
","3
","0
","0
"

"64763
","-0.0041
","0.0734
","0.6817
","-0.7279
","0.25
","2.00
","-14.94
","-0.04
","0.22
","0.33
","0
","3
","0
","0
"

"64772
","-0.0041
","-0.0001
","-0.0001
","-0.0001
","0.25
","2.00
","-14.94
","-0.27
","-0.60
","-2.87
","0
","3
","0
","0
"

"64780
","-0.0049
","-0.0001
","-0.0001
","-0.0001
","-1.94
","2.44
","-10.81
","0.00
","5.11
","-0.77
","0
","3
","0
","0
"

"64790
","-0.0045
","-0.0001
","-0.0001
","-0.0001
","12.69
","1.25
","-0.06
","0.00
","5.11
","-0.77
","0
","3
","0
","0
"

"64799
","-0.0036
","0.0745
","0.6804
","-0.7290
","8.50
","1.06
","-0.06
","-1.43
","-2.22
","-0.01
","0
","3
","0
","0
"

"64809
","-0.0037
","0.0746
","-0.0001
","-0.0001
","0.94
","0.63
","-0.06
","0.69
","11.20
","-1.36
","0
","3
","0
","0
"

"64820
","-0.0030
","0.0754
","-0.0001
","-0.0001
","7.81
","1.56
","-0.06
","0.64
","-9.89
","1.53
","0
","3
","0
","0
"

"64830
","-0.0022
","0.0762
","0.6790
","-0.7302
","11.88
","-0.06
","-0.06
","-0.35
","1.54
","1.51
","0
","3
","0
","0
"

"64840
","-0.0026
","0.0761
","0.6780
","-0.0123
","16.44
","1.31
","-3.56
","2.59
","-0.71
","1.03
","0
","3
","0
","0
"

"64849
","-0.0037
","0.0759
","0.6776
","-0.7315
","7.31
","6.06
","-10.63
","2.59
","-0.71
","1.03
","0
","3
","0
","0
"

"64857
","-0.0036
","0.0771
","0.6777
","-0.7313
","-2.69
","10.50
","9.94
","0.41
","0.59
","0.00
","0
","3
","0
","0
"

"64864
","-0.0034
","0.0782
","0.6769
","-0.7318
","10.81
","7.44
","12.00
","-4.76
","-0.39
","-0.24
","0
","3
","0
","0
"

"64872
","-0.0034
","0.0782
","0.6769
","-0.7318
","31.00
","3.50
","15.06
","-0.95
","4.40
","2.07
","0
","3
","0
","0
"

"64880
","-0.0029
","0.0793
","0.6749
","-0.0148
","31.12
","0.56
","2.63
","1.39
","2.76
","1.69
","0
","3
","0
","0
"

"64890
","-0.0029
","0.0795
","0.6730
","-0.0001
","31.12
","0.56
","2.63
","-1.65
","-7.82
","9.79
","0
","3
","0
","0
"

"64900
","-0.0032
","0.0797
","0.6716
","-0.7366
","22.87
","2.69
","0.75
","-1.65
","-7.82
","9.79
","0
","3
","0
","0
"

"64907
","-0.0029
","0.0807
","0.6725
","-0.7357
","-15.69
","7.88
","10.44
","-2.03
","-5.69
","0.31
","0
","3
","0
","0
"

"64914
","-0.0032
","0.0809
","0.6742
","-0.7341
","-27.31
","6.00
","-3.00
","-0.37
","6.14
","-5.91
","0
","3
","0
","0
"

"64922
","-0.0032
","0.0809
","0.6742
","-0.7341
","-2.38
","4.25
","-10.44
","-0.20
","8.21
","-0.30
","0
","3
","0
","0
"

"64930
","-0.0041
","-0.0001
","-0.0001
","-0.0001
","-2.38
","4.25
","-10.44
","2.58
","2.53
","-1.31
","0
","3
","0
","0
"

"64940
","-0.0051
","-0.0001
","-0.0001
","-0.0001
","5.06
","0.44
","-0.06
","1.30
","-0.01
","-0.01
","0
","3
","0
","0
"

"64949
","-0.0049
","0.0803
","0.6740
","-0.7343
","2.19
","3.63
","7.56
","1.30
","-0.16
","-1.24
","0
","3
","0
","0
"

"64956
","-0.0042
","0.0817
","0.6738
","-0.7344
","1.00
","5.63
","17.12
","-3.85
","-9.22
","-0.60
","0
","3
","0
","0
"

"64963
","-0.0046
","0.0816
","0.6739
","-0.7343
","-0.50
","3.25
","-4.38
","-2.00
","7.09
","-1.98
","0
","3
","0
","0
"

"64971
","-0.0046
","-0.0001
","-0.0001
","-0.0001
","-0.50
","3.25
","-4.38
","-0.51
","0.50
","-1.46
","0
","3
","0
","0
"

"64979
","-0.0050
","-0.0001
","-0.0001
","-0.0001
","0.69
","4.44
","-0.06
","1.36
","-3.94
","-0.40
","0
","3
","0
","0
"

"64990
","-0.0052
","-0.0001
","-0.0001
","-0.0001
","5.31
","5.75
","2.44
","-2.64
","-1.61
","-2.50
","0
","3
","0
","0
"

"64999
","-0.0055
","0.0828
","0.6735
","-0.7346
","0.12
","6.13
","1.12
","-2.64
","-1.61
","-2.50
","0
","3
","0
","0
"

"65006
","-0.0056
","0.0831
","0.6732
","-0.7348
","4.88
","3.06
","2.00
","-0.79
","4.40
","-1.68
","0
","3
","0
","0
"

"65013
","-0.0056
","0.0833
","0.6726
","-0.7353
","8.44
","2.00
","1.81
","0.47
","0.30
","-0.13
","0
","3
","0
","0
"

"65021
","-0.0056
","-0.0001
","-0.0001
","-0.0001
","8.44
","2.00
","1.81
","0.15
","-6.13
","-1.05
","0
","3
","0
","0
"

"65030
","-0.0060
","-0.0001
","-0.0001
","-0.0001
","5.06
","2.63
","-0.06
","-2.14
","2.67
","0.04
","0
","3
","0
","0
"

"65040
","-0.0059
","-0.0001
","-0.0001
","-0.0001
","10.25
","4.94
","-0.06
","-2.14
","-0.01
","-0.01
","0
","3
","0
","0
"

"65049
","-0.0062
","0.0840
","0.6710
","-0.7366
","9.69
","2.06
","-2.31
","1.69
","4.02
","-0.37
","0
","3
","0
","0
"

"65056
","-0.0065
","0.0843
","0.6708
","-0.0001
","3.06
","4.94
","-0.06
","-0.49
","0.39
","0.09
","0
","3
","0
","0
"

"65063
","-0.0068
","0.0846
","0.6709
","-0.7367
","-0.75
","5.19
","0.19
","-1.21
","-8.99
","-0.52
","0
","3
","0
","0
"

"65072
","-0.0068
","-0.0001
","-0.0001
","-0.0001
","-0.75
","5.19
","0.19
","0.35
","-2.85
","1.13
","0
","3
","0
","0
"

"65080
","-0.0070
","-0.0001
","-0.0001
","-0.0001
","13.00
","-0.06
","-0.06
","-1.43
","-0.59
","0.65
","0
","3
","0
","0
"

"65089
","-0.0073
","-0.0001
","-0.0001
","-0.0001
","13.75
","0.56
","-0.06
","-1.43
","-0.59
","0.65
","0
","3
","0
","0
"

"65099
","-0.0079
","0.0840
","0.6692
","-0.7383
","1.94
","2.38
","-7.38
","0.72
","3.49
","-0.37
","0
","3
","0
","0
"

"65106
","-0.0087
","0.0837
","0.6693
","-0.7382
","-1.31
","3.06
","-9.06
","-0.60
","-2.11
","-0.40
","0
","3
","0
","0
"

"65114
","-0.0092
","0.0836
","0.6694
","-0.7382
","0.37
","2.88
","-5.63
","0.46
","1.57
","-1.70
","0
","3
","0
","0
"

"65121
","-0.0092
","0.0836
","-0.0001
","-0.0001
","8.63
","0.00
","2.38
","1.28
","0.71
","-1.24
","0
","3
","0
","0
"

"65130
","-0.0091
","0.0837
","-0.0001
","-0.0001
","8.63
","0.00
","2.38
","-0.46
","5.39
","-1.04
","0
","3
","0
","0
"

"65139
","-0.0086
","0.0841
","-0.0001
","-0.0001
","12.00
","-0.06
","-0.06
","0.63
","-0.01
","-0.01
","0
","3
","0
","0
"

"65148
","-0.0080
","0.0844
","0.6674
","-0.7398
","7.81
","-2.63
","7.81
","0.63
","1.58
","-0.32
","0
","3
","0
","0
"

"65156
","-0.0077
","0.0843
","0.6674
","-0.7399
","1.50
","-3.06
","1.81
","0.73
","-4.41
","-0.52
","0
","3
","0
","0
"

"65164
","-0.0081
","0.0836
","0.6666
","-0.7406
","11.94
","-3.25
","-8.38
","1.39
","5.04
","-0.47
","0
","3
","0
","0
"

"65171
","-0.0081
","0.0836
","-0.0001
","-0.0001
","9.69
","0.94
","-6.69
","-0.61
","-1.98
","-0.03
","0
","3
","0
","0
"

"65180
","-0.0087
","0.0833
","-0.0001
","-0.0001
","9.69
","0.94
","-0.06
","0.75
","3.87
","-1.46
","0
","3
","0
","0
"

"65189
","-0.0092
","0.0829
","-0.0001
","-0.0001
","4.88
","0.94
","-6.75
","-1.70
","-5.39
","-0.53
","0
","3
","0
","0
"

"65200
","-0.0093
","0.0828
","0.6656
","-0.7416
","3.94
","-0.75
","-2.63
","-1.70
","-5.39
","-0.53
","0
","3
","0
","0
